"Name","Symbol","Exchange","Industry","Rating","MarketCap","EV","Revenue","GrossProfit","EBITDA","EBIT","NetIncome","Cash","PPnE","Assets","Debt","Equity","Receivables","Inventory","CurrentAssets","ShortTermDebt","LTD_Cap_Leases","Leases_LongTerm","LongTermDebt","Liabilities","Liabilities_N_Equity","Debt_Current","Debt_NonCurrent","Debt_Net","EBITDA_sd","Vol","EL","BL","LM","AP","AR","RoD","nEL","nBL","nLM","nAP","nAR","nRoD","RD","nRD"
"Constellation Brands, Inc. (NYSE:STZ)","NYSE:STZ","New York Stock Exchange (NYSE)","Consumer Staples","BBB",31676.68,41018.17,6903.67,3372.17,2367.51,2240.635,1343.88,170.24,4190.05,20265.46,6972.7675,8657.96,733.87,1731.09,3135.31,322.46,528.54,145.01,8357.76,15936.48,20265.46,851,8502.77,9183.53,894.896461360506,0.0218170742712438,0.235502221885431,0.464757273130843,4.12589703828579,2.0207519605868,0.507745616261675,0.248163646558454,0.229893091898054,0.458780252136196,4.02427455266598,2.04159581932713,0.502136486274298,0.25415812279923,0.248163646558454,0.25415812279923
"Constellium SE (NYSE:CSTM)","NYSE:CSTM","New York Stock Exchange (NYSE)","Materials","B+",1596.41,3471.86,5732.89,618.75,458.1,376.395,35.989,400.8,1523.18,4009.09,1432.09525,-163.37,458.35,688.53,1727.78,4.59,122.146,79.64,1836.69,4090.77,4009.09,126.724,1916.337,1642.26,206.872365374294,0.0595854571826901,0.577391936773139,0.475631443170861,4.53909427296997,0.888056987113858,1.17482861968963,0.33242104029405,0.455993539705567,0.403346989197868,3.4086798329415,1.00862707054201,1.05343359197807,1.03304333133098,0.33242104029405,1.03304333133098
"Continental Resources, Inc. (NYSE:CLR)","NYSE:CLR","New York Stock Exchange (NYSE)","Energy","BBB-",16795.25,22729.63,3577.92,2994.18,2808.04,1885.405,587.36,55.11,13145.51,14333.85,4315.59825,5399.6,961.05,88.27,1150.72,0,3.001,2.507,5767,11634.055,14333.85,3.001,5769.502,5717.4,990.348686294097,0.0435708230311755,0.272877869404837,0.403949459720712,2.30678184328059,1.63643191306978,0.68658266251764,0.499755366099734,0.27013067100572,0.401580663469108,2.28801865776756,1.64233728671304,0.683834595641441,0.505506719515848,0.499755366099734,0.505506719515848
"Cooper-Standard Holdings Inc. (NYSE:CPS)","NYSE:CPS","New York Stock Exchange (NYSE)","Consumer","CCC+",1016.73,1603.2,3093.5,439.11,258,192.29,7.53,340.76,858.08,2387.41,534.79825,681.32,520.53,157.66,1165.88,0,54.5,33.11,739.03,2046.755,2387.41,54.512,772.141,485.9,162.562261576569,0.10139861625285,0.602723160501255,0.346403892435255,1.54137245926247,0.670813463438825,1.69036816545335,0.353410895263923,0.370941150097623,0.237166415310005,0.449507382704291,0.786944854817865,1.45857664109881,0.756588433503391,0.353410895263923,0.756588433503391
"CoreCivic, Inc. (NYSE:CXW)","NYSE:CXW","New York Stock Exchange (NYSE)","Industrials","BB-",2849.61,4264.98,1807.54,520.62,412.64,341.27,161.03,92.8,2667.57,3365.52,1138.50025,1445.66,49.21,0,417.8,0,29.35,41.4,1478.18,2642.695,3365.52,29.35,1519.581,1456.13,31.1485758547285,0.00730333456539738,0.399249719318465,0.455780572014347,3.76111206743754,1.29064204129766,0.849844221920224,0.276659057225382,0.372039840957095,0.440488811070829,3.52846287461879,1.32280744547927,0.822638339562849,0.294139361944534,0.276659057225382,0.294139361944534
"Cornerstone Building Brands, Inc. (NYSE:CNR)","NYSE:CNR","New York Stock Exchange (NYSE)","Industrials","B+",1425.63,2995.98,2615.28,589.56,260.08,206,49.565,187.7,516.277777777778,2967.94444444444,1260.61341666667,541.244444444444,332.377777777778,328.111111111111,937.922222222222,0.271555555555556,37.3733333333333,77.0888888888889,1628.65555555556,2697.31666666667,2967.94444444444,37.6503333333333,1705.72555555556,1555.7,261.095549985484,0.0871486291582333,0.436169991221041,0.480541346441073,6.81809960512592,1.41697688587997,0.82459815453625,0.192933181068816,0.38323541389436,0.438967583042163,5.83922919099714,1.53846781254215,0.771649435951353,0.238448945211301,0.192933181068816,0.238448945211301
"Corning Incorporated (NYSE:GLW)","NYSE:GLW","New York Stock Exchange (NYSE)","IT","BBB+",25524.21,29302.01,10410.1,4057.4,2887.2,2253.9,1515.7,4126.4,13610.6,28916.8,3044.35,16986.5,1662.9,1748.7,8512.8,55.6,126.2,237.6,5015.2,20423.55,28916.8,181.8,5252.8,1308.2,469.269124395704,0.0160149124376008,0.182460081498377,0.187276077124843,1.85470934319708,1.012542713464,1.0199236772111,0.586533150167932,0.029377813979065,0.0436354523745521,0.340263196929479,1.17686166788303,0.866841409691787,-1.68767410629913,0.586533150167932,-1.68767410629913
"Coterra Energy Inc. (NYSE:CTRA)","NYSE:CTRA","New York Stock Exchange (NYSE)","Energy","BBB",12192.26,13360.47,2008.59,1407.7,1206.59,871.2725,327.22,243.2604,5520.83,6324.8,1150.9895,3182.32,282.3,16.301,635.3,0,76.41,31.77,1507.56,4733.655,6324.8,76.412,1539.336,1372.47,790.778452539015,0.05918792172274,0.124252957397285,0.279456904771364,1.61822888794824,2.39600112285139,0.459660981877406,0.751324922682878,0.106533210909964,0.252760235764113,1.42062411192095,2.47307895193131,0.441942108826287,0.873998190676131,0.751324922682878,0.873998190676131
"Crane Holdings, Co. (NYSE:CR)","NYSE:CR","New York Stock Exchange (NYSE)","Industrials","BBB",4211.59,4799.11,2909.92,1042.94,488.04,443.755,229.13,441.71,433.02,3782.67,544.81025,1322.73,461.17,389.94,1374.32,80.242,32.58,25.72,735.11,3121.305,3782.67,112.825,760.826,431.94,76.7104976156748,0.0159843174287888,0.182550326769819,0.227615840499774,1.803363927181,1.27583962388981,0.798972457371545,0.597141207001692,0.0898495398610235,0.12162890710705,0.882636076274368,1.45402403223501,0.706271670462749,0.48844252123175,0.597141207001692,0.48844252123175
"Crescent Energy Company (NYSE:CRGY)","NYSE:CRGY","New York Stock Exchange (NYSE)","Energy","B",588.2,4297.4,1311.1,721,-106.25,-344.475,-441.45,61.8,3991,4354.13333333333,674.800833333333,2875,185.766666666667,0,288.6,0,0.966666666666667,1.50666666666667,917.866666666667,2916.65,4354.13333333333,0.966666666666667,919.37,858.533333333333,259.578899373582,0.0604037090737613,0.24149485735561,0.212207838876211,3.06779891025349,0.833233155598643,1.20014427328152,-0.0881644160928589,0.211569786382464,0.201569851824297,3.05099560119528,0.854540754439341,1.17021920230837,-0.105254381515663,-0.0881644160928589,-0.105254381515663
"Crestwood Equity Partners LP (NYSE:CEQP)","NYSE:CEQP","New York Stock Exchange (NYSE)","Energy","BB",1890.46666666667,5853.47777777778,2982.11,595.7,373,265.36,-178.71,7.14,2688.4,5311.6,1472.7375,2832.53,294.05,66.3,411.65,0,8.18,10.29,1947.56,3895.335,5311.6,8.18,1957.85,1958.89,114.898119122019,0.0196290348206702,0.380700143055453,0.378629168474915,5.29821226736035,1.04419157446908,0.98591639770749,0.191579026263182,0.379288032505303,0.377881997892832,5.28209101586988,1.04574710146256,0.984504287157341,0.192201921881404,0.191579026263182,0.192201921881404
"Crown Holdings, Inc. (NYSE:CCK)","NYSE:CCK","New York Stock Exchange (NYSE)","Materials","BB+",8266.41,14696.41,9678.4,1868.6,1256.3,1097.95,359.7,662.2,3123.8,11680.1,4348.55,1109.3,1064.7,1386,3599.2,110.7,131,52,5725.1,11125.45,11680.1,241.7,5777.1,5356.6,403.053635802151,0.0274253124267866,0.406307887380776,0.513302546122881,6.0269512712948,1.27532176226086,0.789848536858246,0.219602025497087,0.36070887917106,0.48262631256331,5.39733924550813,1.35758392789892,0.74424952864853,0.24983601077111,0.219602025497087,0.24983601077111
"Cummins Inc. (NYSE:CMI)","NYSE:CMI","New York Stock Exchange (NYSE)","Industrials","A+",25729.46,26984.16,20399,5083.9,2653.6,2378,1685.5,2166.1,3943.4,17639.3,1284.575,8113.9,3285.5,3104.1,9285.4,335.8,85.6,147.6,1865.8,13582.35,17639.3,421.4,2013.4,268.7,387.806423647446,0.0143716322334083,0.0867657317575517,0.130684049470437,0.895572923967636,1.55236366640054,0.655575027923025,1.32955887652624,0.00730723753864886,0.00696126139626232,0.0663458985499901,1.77865812440596,0.576116533704123,-0.0994344894378042,1.32955887652624,-0.0994344894378042
"Cushman & Wakefield plc (NYSE:CWK)","NYSE:CWK","New York Stock Exchange (NYSE)","Real Estate","BB",3505.1,6439.425,8399.38,1641.08,433.46,306.4,-42.44,723.65,489.35,6735.5,2238.775,1049.16666666667,1561.75,0,2512.75,3.65,95.7833333333333,220.483333333333,2906.33333333333,6210.91666666667,6735.5,99.4333333333333,3126.81666666667,2502.6,243.774307505939,0.0378565333870553,0.540433193981122,0.477687544055729,9.24906661459,0.895260947748042,1.12998934561235,0.127478228686831,0.402598459995636,0.415612072688801,7.11774514167232,1.02391749798169,0.992154611626861,0.168592659696039,0.127478228686831,0.168592659696039
"CVR Partners, LP (NYSE:UAN)","NYSE:UAN","New York Stock Exchange (NYSE)","Materials","B+",791.38,1130.13,368.32,145.37,121.51,94.046,22.77,68.95,757.01,943.05,304.380775,443.61,27.95,45.3,148.18,0,1.4938,1.543,425.78,721.23,943.05,1.4938,427.329,359.8703,78.9108280135101,0.0698245582486175,0.426486518359747,0.408953443449784,4.75096470999355,1.39117623288076,0.918388179257969,0.500809826417719,0.366537068845999,0.340255951719837,4.13654011900071,1.57589720310315,0.858444568193722,-144.728074960527,0.500809826417719,-144.728074960527
"CVS Health Corporation (NYSE:CVS)","NYSE:CVS","New York Stock Exchange (NYSE)","Health Care","BBB",91319,132291.2,195919.3,33815.5,13514.8,12051.1,5294.1,5390.5,16601.8,137658.3,31773.275,49312,13587.5,14828.6,37482,524.5,2551.9,6025.3,35059.5,113002.3,137658.3,3076.4,41084.8,38770.7,3314.84907650409,0.0250572152683178,0.300829082953451,0.285082581163876,2.94862724731505,1.09302708127425,0.988937201807676,0.474803745451111,0.263872151563946,0.25788710833931,2.58477903632058,1.1342664883042,0.951980270418171,0.571167312300715,0.474803745451111,0.571167312300715
"D.R. Horton, Inc. (NYSE:DHI)","NYSE:DHI","New York Stock Exchange (NYSE)","Consumer","BBB",15725.67,18642.94,15065.16,3471.37,2239.35,2210.955,1676.58,1551,299.39,13383.39,2313.225,8000.35,16.97,9384.16,12419.06,0,431.87,7.4,2531,9383.215,13383.39,1062.9,2538.4,2050.3,1857.06412457346,0.0996121923137368,0.2143064655695,0.286163476714043,2.46078691034587,1.38372453186811,0.738328587010479,0.572407556119027,0.12989866846037,0.192530354822813,1.50817879956778,1.56682074015793,0.653920789901349,1.16913981342502,0.572407556119027,1.16913981342502
"Dana Incorporated (NYSE:DAN)","NYSE:DAN","New York Stock Exchange (NYSE)","Consumer","BB",2764.22,4408.82,7303.5,929.3,722.6,586.1,253.9,803.1,1720.7,5812.9,1255.85,1563.9,946,923.5,2961.2,26,35.6,62.7,1819.5,5030.95,5812.9,61.6,1882.2,1135.8,119.471242471893,0.0270982354625257,0.442719798285131,0.330915429999009,2.76645590997023,0.767248575005994,1.33828094780006,0.409712513227366,0.243834140343942,0.201193646917522,1.60833556572428,0.915380420307425,1.14023689612455,0.534778852640444,0.409712513227366,0.534778852640444
"Danaher Corporation (NYSE:DHR)","NYSE:DHR","New York Stock Exchange (NYSE)","Health Care","A-",93598.11,104463.7,19624.65,10975.94,5177.13,4549.935,3293.88,3950.51,2798.6,51403.05,8439.37,28165.64,3497.85,1882.14,10562.44,0,466.12,231.3,11871.91,37320.23,51403.05,466.12,12103.21,8618.82,2287.83149197371,0.0219007319477839,0.117539836765917,0.225778156403095,2.46817905900043,1.92085208059152,0.544072533012553,0.569803477411839,0.0818182993668543,0.160692811253192,1.65831009735235,2.11453500950269,0.50835099561349,2.59879523486085,0.569803477411839,2.59879523486085
"Danaos Corporation (NYSE:DAC)","NYSE:DAC","New York Stock Exchange (NYSE)","Industrials","BB",563.56,2775.29,539.99,403.21,371.7,313.13,138.99,122.91,3089.32,3360.97,1750.756,830.14,10.439,11.473,177.94,0,666.33,35.4,1673.59,2945.9,3360.97,666.321,1708.993,2252.4,77.1476362423229,0.027798044976317,0.864983445055205,0.693798802975335,6.45161173385836,0.815586495277846,1.29337935695634,0.175735531174775,0.808468274780477,0.675573597901749,6.14426674675764,0.842984013523095,1.23686418668162,0.20860971901137,0.175735531174775,0.20860971901137
"Darden Restaurants, Inc. (NYSE:DRI)","NYSE:DRI","New York Stock Exchange (NYSE)","Consumer","BBB",10898.9,13260.24,7376.04,1558.2,929.58,778.36,497.03,388.62,3760.72,6779.8,1721.7975,2217.73,41.98,228.63,1038.16,90.48,78.57,961.82,1295.5,5670.935,6779.8,169.05,2257.32,2034.45,335.796650767494,0.0253235726327347,0.179020578542443,0.316179007443918,3.45457324759265,1.99269260388728,0.537879846759278,0.73748675844883,0.151809793826164,0.277865175306857,2.99669132723127,2.11029583509775,0.51101575168223,1.2767364523111,0.73748675844883,1.2767364523111
"Darling Ingredients Inc. (NYSE:DAR)","NYSE:DAR","New York Stock Exchange (NYSE)","Consumer Staples","BB+",4521.64,6224.85,3395.58,797.73,477.91,343.545,213.46,179.19,1498.51,4632.15,1111.5413,2279.42,343.88,313.28,909.91,0,42.4772,32.3444,1466.95,3492.44,4632.15,42.4802,1499.305,1362.61,169.550572265491,0.0272376960513894,0.282717455693473,0.321329368769465,3.31790362656965,1.34229320586289,0.835448658390024,0.402680868013468,0.247727575235067,0.278132981501999,2.85309447591321,1.43653477740595,0.800452308615733,2.57615859929758,0.402680868013468,2.57615859929758
"DaVita Inc. (NYSE:DVA)","NYSE:DVA","New York Stock Exchange (NYSE)","Health Care","BB",12659.92,23096.28,11501.31,3437.52,2318.38,2007.95,645.04,849.64,3771.97,17750.78,7095.90625,4745.97,1681.44,125.51,5094.73,0,462.29,922.29,8359.84,15377.785,17750.78,462.289,9282.136,8894.78,183.356300379586,0.00793878063391965,0.424668174254205,0.550960890867783,4.22241088647509,1.30538477180104,0.772129583445608,0.241230285896909,0.387935406419861,0.527182164403403,3.86351982488204,1.37200801107037,0.735396770630717,0.268167127815605,0.241230285896909,0.268167127815605
"DCP Midstream, LP (NYSE:DCP)","NYSE:DCP","New York Stock Exchange (NYSE)","Energy","BB+",4743.38,9293.18,6418.4,796.9,535.5,397.55,112.5,26.2,6440.7,10158.8,3067.575,4959.6,687.1,62.9,919.1,0,315.3,32.2,3752.9,7679,10158.8,315.3,3785.1,4069.5,138.839035497146,0.0149398844633533,0.426876928809428,0.410912646546451,7.46385907084402,1.05860117355707,1.05199628270266,0.148898078474802,0.423964287082867,0.409057267591345,7.40541073916199,1.0610985660452,1.04945852649319,0.149913674230186,0.148898078474802,0.149913674230186
"Deere & Company (NYSE:DE)","NYSE:DE","New York Stock Exchange (NYSE)","Industrials","A",51150.04,88651.86,35655.88,8984.74,5968.92,5297.37,3113.36,4968.54,5507.04,66109.99,28771.9425,10318.61,4030.78,4928,48131.31,287.24,583.82,59.8,5856.66,60950.685,66109.99,13474.01,26544.76,35050.23,1553.55298432693,0.0175242006690771,0.47873639624668,0.60552268213454,7.00660704479486,1.31173589154868,0.790477641799386,0.14909775612622,0.420567013884095,0.573016341118086,6.166277852447,1.42167694494168,0.732308259436802,0.171566045400519,0.14909775612622,0.171566045400519
"Dell Technologies Inc. (NYSE:DELL)","NYSE:DELL","New York Stock Exchange (NYSE)","IT","BBB",45719.775,86532.525,74675.7,17369,5529.85,3284.75,655.3,9648.7,4568.9,88123.7,22442.225,6376.5,9371.1,2789.1,32688.1,180.9,2618.1,297.7,25787.1,84935.45,88123.7,5229.4,27909.8,23490.5,3234.78251072103,0.0373822734367341,0.52009946917033,0.352442441765224,7.49183986920246,0.764187941008307,1.33974942109122,0.194553635412985,0.403142792384349,0.254843190531671,5.05127750949809,0.835073499068474,1.22279274430524,0.0976354210509154,0.194553635412985,0.0976354210509154
"Delta Air Lines, Inc. (NYSE:DAL)","NYSE:DAL","New York Stock Exchange (NYSE)","Industrials","BB",29226.59,41730.89,37566,8351.1,4946.3,4025.7,1984.5,4989.3,26970.6,57812.6,11534.7,8845.8,2102.8,999.1,9932.5,734.8,2049.8,2933.4,11324.7,53389.7,57812.6,2784.6,14258.1,12053.4,5181.16136809328,0.124156502966826,0.406578299858353,0.280021773260509,3.68640078262042,0.72539142241173,1.41458420602143,0.489868113759696,0.288307150268239,0.220373281050401,2.64495882869796,0.789748590225393,1.29631305643132,0.720871319304078,0.489868113759696,0.720871319304078
"Deluxe Corporation (NYSE:DLX)","NYSE:DLX","New York Stock Exchange (NYSE)","Industrials","B+",2332.13,3105.17,1835.89,1129.64,389.02,356.43,121.82,73.37,109.02,2007.06,618.353525,684.63,152.98,37.74,402.24,16,43.5652,15.2856,774.09,1664.76,2007.06,59.5751,789.359,775.55,57.9819665451634,0.0186727188995009,0.300294446349303,0.416399820103601,2.27301723086244,1.61129549334146,0.685250887947081,0.510989048832875,0.275390492766439,0.392334683025536,2.07727155601219,1.68158918017822,0.660353213409521,0.570046237971731,0.510989048832875,0.570046237971731
"Devon Energy Corporation (NYSE:DVN)","NYSE:DVN","New York Stock Exchange (NYSE)","Energy","BBB",20893.83,30720.43,10293.1,4643.5,3942.1,2781.45,-979.3,2948.8,18440.1,28942.7,5671.175,13345.7,1154.4,0,5185.5,606.4,399.3,75.9,7462.9,22269.85,28942.7,1005.7,7538.8,5595.7,2420.09836576946,0.0787781409885688,0.306446299321578,0.31405876481067,2.7279739303172,1.18362603783033,1.02356015399384,0.477327496989781,0.19760701623175,0.228465341215473,1.76693508655015,1.35158238843372,0.914720870904016,0.782137886720061,0.477327496989781,0.782137886720061
"DICK'S Sporting Goods, Inc. (NYSE:DKS)","NYSE:DKS","New York Stock Exchange (NYSE)","Consumer","BBB",5217.72,6238.45,8313.04,2633.56,969.35,851.37,478.46,561.79,1978.54,4878.28,678.838775,1884.88,58.5,1687.42,2422.81,0,139.6901,681.627,271.055,3935.84,4878.28,139.6861,952.692,530.59,579.056775665776,0.092820616606012,0.136068716967466,0.14147710949479,0.952955468741153,1.3923202837815,0.77696506904483,54.6800889277691,0.0625765848361819,0.064444026441342,0.557531392179226,1.53387476284736,0.70347451200223,-5.05066777057423,54.6800889277691,-5.05066777057423
"Diebold Nixdorf, Incorporated (NYSE:DBD)","NYSE:DBD","New York Stock Exchange (NYSE)","IT","CCC+",1396.55,2681.72,3585.5,882.04,234.61,172.725,-164.21,472.21,276.68,3508.9,1045.3245,235.38,601.52,510.47,1960.67,27,37.95,31.1,1455.12,3391.21,3508.9,64.95,1486.218,1078.96,48.6768585218434,0.0181513575324207,0.572256177713972,0.421365557253078,6.40309894412059,0.813899051729161,1.29849861457818,0.211230924179446,0.393577006945007,0.309047886424783,4.29744184118731,0.967518991048696,1.11981944380922,1.8279235480452,0.211230924179446,1.8279235480452
"Digital Media Solutions, Inc. (NYSE:DMS)","NYSE:DMS","New York Stock Exchange (NYSE)","Communication","B",292.966666666667,465.066666666667,350.1,66.3666666666667,31.8,23.725,-7.161,16.35,1.5575,166.75,132.68875,-80.8,37.2,0,56.625,0,4.09,0,178.25,207.15,166.75,4.09,178.265,166.025,5.22015325445527,0.0112245267799354,0.556611418361058,1.18068900116821,6.67255460817853,2.67483715225617,0.568908444298481,0.153313773030679,0.495460179054653,1.18619521623346,6.05998167864166,2.89629052537045,0.507752202991275,0.1717115472404,0.153313773030679,0.1717115472404
"Dillard's, Inc. (NYSE:DDS)","NYSE:DDS","New York Stock Exchange (NYSE)","Consumer","BB-",2968.18,3374.9,6377.95,2307.05,665.23,548.37,287.96,297.96,1753.96,3690.4,469.13235,1739.65,43.15,1342.03,1748.2,0,34.7224,13.381,676.73,2820.575,3690.4,34.7224,690.107,426.88,354.816838664683,0.105134030242284,0.25556329344845,0.195699178608124,2.00768431054049,0.910334756318733,1.32337793433717,0.927864241575671,0.153905923067835,0.119314614834526,1.18525476376163,1.00723180204616,1.22171703654575,-0.239700629755833,0.927864241575671,-0.239700629755833
"Dole plc (NYSE:DOLE)","NYSE:DOLE","New York Stock Exchange (NYSE)","Consumer Staples","BB",841.6,2644,4130.88,451.45,93.52,75.785,34.47,150.87,372.74,1660.7,281.5755,527.65,372.33,119.28,720.42,8.799,45.376,60.09,311.46,1396.88,1660.7,54.178,371.544,274.86,20.9784439630567,0.00793435853368257,0.657223903177005,0.217918947824149,4.19385896675447,0.566409597257926,1.76550680786687,0.342576796747521,0.56017397881997,0.121990081404615,2.53748280600272,0.59936980028563,1.66841906202723,1.75136253691937,0.342576796747521,1.75136253691937
